OASIS Ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12
guardarc1-169869,Post Medieval,,,,,,,,,,,
guardarc1-171032,Bronze Age,Neolithic,Post Medieval,,,,,,,,,
guardarc1-172377,Medieval,,,,,,,,,,,
guardarc1-172403,Medieval,,,,,,,,,,,
guardarc1-173554,Post Medieval,,,,,,,,,,,
guardarc1-173909,no period,,,,,,,,,,,
guardarc1-174942,Late Prehistoric,Period Unknown,,,,,,,,,,
guardarc1-175020,MEDIEVAL,,,,,,,,,,,
guardarc1-175028,Period Unknown,,,,,,,,,,,
guardarc1-175093,20th Century,,,,,,,,,,,
guardarc1-176135,Post Medieval,,,,,,,,,,,
guardarc1-178014,UNCERTAIN,,,,,,,,,,,
guardarc1-178557,Medieval,Nil Antiquity,,,,,,,,,,
guardarc1-179287,Medieval,,,,,,,,,,,
guardarc1-179322,20th Century,,,,,,,,,,,
guardarc1-179392,Late Prehistoric,,,,,,,,,,,
guardarc1-180482,no period,,,,,,,,,,,
guardarc1-181391,Post Medieval,,,,,,,,,,,
guardarc1-181816,Late Prehistoric,,,,,,,,,,,
guardarc1-185354,Roman,,,,,,,,,,,
guardarc1-185671,Late Prehistoric,,,,,,,,,,,
guardarc1-186216,no period,,,,,,,,,,,
guardarc1-186611,20th Century,Post Medieval,,,,,,,,,,
guardarc1-186704,Post Medieval,,,,,,,,,,,
guardarc1-186797,Post Medieval,,,,,,,,,,,
guardarc1-186971,Medieval,Post Medieval,,,,,,,,,,
guardarc1-190050,Early Medieval,Iron Age,Late Prehistoric,Medieval,,,,,,,,
guardarc1-190551,Late Prehistoric,,,,,,,,,,,
guardarc1-191031,Medieval,Nil Antiquity,,,,,,,,,,
guardarc1-191168,20th Century,,,,,,,,,,,
guardarc1-191646,no period,,,,,,,,,,,
guardarc1-191825,Post Medieval,,,,,,,,,,,
guardarc1-192787,Medieval,,,,,,,,,,,
guardarc1-192790,Roman,,,,,,,,,,,
guardarc1-192835,Early Medieval,Post Medieval,,,,,,,,,,
guardarc1-193751,Post Medieval,,,,,,,,,,,
guardarc1-195337,no period,,,,,,,,,,,
guardarc1-196234,Post Medieval,,,,,,,,,,,
guardarc1-197685,no period,,,,,,,,,,,
guardarc1-197688,no period,,,,,,,,,,,
guardarc1-197855,Late Prehistoric,,,,,,,,,,,
guardarc1-198229,Post Medieval,,,,,,,,,,,
guardarc1-200163,no period,,,,,,,,,,,
guardarc1-200192,20th Century,,,,,,,,,,,
guardarc1-200200,20th Century,,,,,,,,,,,
guardarc1-200208,Late Prehistoric,,,,,,,,,,,
guardarc1-200300,20th Century,,,,,,,,,,,
guardarc1-201035,no period,,,,,,,,,,,
guardarc1-201357,Iron Age,Late Prehistoric,,,,,,,,,,
guardarc1-201430,Period Unknown,,,,,,,,,,,
guardarc1-203527,no period,,,,,,,,,,,
guardarc1-203671,Roman,,,,,,,,,,,
guardarc1-204016,Post Medieval,,,,,,,,,,,
guardarc1-204035,no period,,,,,,,,,,,
guardarc1-204109,Post Medieval,,,,,,,,,,,
guardarc1-204296,Post Medieval,,,,,,,,,,,
guardarc1-205096,no period,,,,,,,,,,,
guardarc1-205369,no period,,,,,,,,,,,
guardarc1-206608,no period,,,,,,,,,,,
guardarc1-206843,20th Century,,,,,,,,,,,
guardarc1-208670,Post Medieval,,,,,,,,,,,
guardarc1-208690,no period,,,,,,,,,,,
guardarc1-209619,no period,,,,,,,,,,,
guardarc1-210108,Late Prehistoric,Period Unknown,,,,,,,,,,
guardarc1-210380,Post Medieval,,,,,,,,,,,
guardarc1-213275,Medieval,Period Unknown,,,,,,,,,,
guardarc1-214370,no period,,,,,,,,,,,
guardarc1-214792,no period,,,,,,,,,,,
guardarc1-218770,no period,,,,,,,,,,,
guardarc1-221452,Post Medieval,,,,,,,,,,,
guardarc1-222576,no period,,,,,,,,,,,
guardarc1-222873,Post Medieval,,,,,,,,,,,
guardarc1-226951,no period,,,,,,,,,,,
guardarc1-227494,Bronze Age,Late Prehistoric,Medieval,Neolithic,Post Medieval,,,,,,,
guardarc1-227503,Late Prehistoric,Medieval,Post Medieval,,,,,,,,,
guardarc1-228324,20th Century,,,,,,,,,,,
guardarc1-228452,Medieval,Post Medieval,,,,,,,,,,
guardarc1-229444,Late Prehistoric,Period Unassigned,,,,,,,,,,
guardarc1-233915,Medieval,Period Unknown,Post Medieval,,,,,,,,,
guardarc1-234271,Period Unknown,Post Medieval,,,,,,,,,,
guardarc1-237912,no period,,,,,,,,,,,
guardarc1-239649,Late Prehistoric,,,,,,,,,,,
guardarc1-240037,Post Medieval,,,,,,,,,,,
guardarc1-240142,Late Prehistoric,,,,,,,,,,,
guardarc1-241319,no period,,,,,,,,,,,
guardarc1-241330,no period,,,,,,,,,,,
guardarc1-241387,20th Century,,,,,,,,,,,
guardarc1-242684,Post Medieval,,,,,,,,,,,
guardarc1-242696,no period,,,,,,,,,,,
guardarc1-242701,no period,,,,,,,,,,,
guardarc1-245194,no period,,,,,,,,,,,
guardarc1-245419,Post Medieval,,,,,,,,,,,
guardarc1-248270,no period,,,,,,,,,,,
guardarc1-248987,no period,,,,,,,,,,,
guardarc1-249769,no period,,,,,,,,,,,
guardarc1-249810,20th Century,,,,,,,,,,,
guardarc1-250760,no period,,,,,,,,,,,
guardarc1-251023,20th Century,,,,,,,,,,,
guardarc1-251558,no period,,,,,,,,,,,
guardarc1-253715,Post Medieval,,,,,,,,,,,
guardarc1-255615,Post Medieval,,,,,,,,,,,
guardarc1-256267,Post Medieval,,,,,,,,,,,
guardarc1-256493,no period,,,,,,,,,,,
guardarc1-259834,Early Medieval,,,,,,,,,,,
guardarc1-260849,Late Prehistoric,,,,,,,,,,,
guardarc1-261328,no period,,,,,,,,,,,
guardarc1-262630,Post Medieval,,,,,,,,,,,
guardarc1-262818,no period,,,,,,,,,,,
guardarc1-266211,no period,,,,,,,,,,,
guardarc1-266214,Post Medieval,,,,,,,,,,,
guardarc1-266620,no period,,,,,,,,,,,
guardarc1-267449,Roman,,,,,,,,,,,
guardarc1-270918,no period,,,,,,,,,,,
guardarc1-275191,Post Medieval,,,,,,,,,,,
guardarc1-275195,no period,,,,,,,,,,,
guardarc1-275810,no period,,,,,,,,,,,
guardarc1-277848,no period,,,,,,,,,,,
guardarc1-278072,no period,,,,,,,,,,,
guardarc1-278512,no period,,,,,,,,,,,
guardarc1-280674,Post Medieval,,,,,,,,,,,
guardarc1-281409,Post Medieval,,,,,,,,,,,
guardarc1-283870,no period,,,,,,,,,,,
guardarc1-286040,no period,,,,,,,,,,,
guardarc1-286127,no period,,,,,,,,,,,
guardarc1-291445,no period,,,,,,,,,,,
guardarc1-293468,Post Medieval,,,,,,,,,,,
guardarc1-295880,no period,,,,,,,,,,,
guardarc1-295942,no period,,,,,,,,,,,
guardarc1-299876,Post Medieval,,,,,,,,,,,
guardarc1-44621,Late Prehistoric,,,,,,,,,,,
guardarc1-62697,20th Century,Late Prehistoric,,,,,,,,,,
guardarc1-62715,no period,,,,,,,,,,,
guardarc1-62766,Period Unknown,,,,,,,,,,,
guardarc1-95588,Medieval,Post Medieval,,,,,,,,,,
hampshir2-102765,no period,,,,,,,,,,,
hampshir2-105169,20TH CENTURY,,,,,,,,,,,
hampshir2-157094,POST MEDIEVAL,,,,,,,,,,,
hampshir2-157098,no period,,,,,,,,,,,
hampshir2-170627,POST MEDIEVAL,,,,,,,,,,,
hampshir2-196834,POST MEDIEVAL,,,,,,,,,,,
hampshir2-204721,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
hampshir2-83877,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
hampshir2-94955,POST MEDIEVAL,,,,,,,,,,,
hannahbi1-214054,POST MEDIEVAL,,,,,,,,,,,
hannahbr1-194730,UNCERTAIN,,,,,,,,,,,
hannaymc1-304052,20th Century,,,,,,,,,,,
hazelril1-116319,LATER PREHISTORIC,,,,,,,,,,,
hazelril1-127894,LATE BRONZE AGE,POST MEDIEVAL,,,,,,,,,,
hazelril1-128940,POST MEDIEVAL,,,,,,,,,,,
hazelril1-129593,POST MEDIEVAL,,,,,,,,,,,
hazelril1-133203,BRONZE AGE,,,,,,,,,,,
hazelril1-151543,no period,,,,,,,,,,,
hazelril1-153165,LATER PREHISTORIC,,,,,,,,,,,
hazelril1-157445,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
hazelril1-157448,MEDIEVAL,,,,,,,,,,,
hazelril1-160966,MEDIEVAL,MIDDLE BRONZE AGE,,,,,,,,,,
hazelril1-167577,POST MEDIEVAL,,,,,,,,,,,
hazelril1-177725,LATER PREHISTORIC,,,,,,,,,,,
hazelril1-178280,MEDIEVAL,,,,,,,,,,,
hazelril1-178857,POST MEDIEVAL,,,,,,,,,,,
hazelril1-181529,BRONZE AGE,,,,,,,,,,,
hazelril1-191267,BRONZE AGE,,,,,,,,,,,
hazelril1-205167,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
hazelril1-207931,POST MEDIEVAL,,,,,,,,,,,
hazelril1-208402,MEDIEVAL,,,,,,,,,,,
hazelril1-211023,POST MEDIEVAL,,,,,,,,,,,
hazelril1-213187,POST MEDIEVAL,,,,,,,,,,,
hazelril1-215572,POST MEDIEVAL,,,,,,,,,,,
hazelril1-221405,IRON AGE,,,,,,,,,,,
hazelril1-233630,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
hazelril1-243173,BRONZE AGE,POST MEDIEVAL,,,,,,,,,,
hazelril1-259283,POST MEDIEVAL,,,,,,,,,,,
hazelril1-267796,LATER PREHISTORIC,POST MEDIEVAL,,,,,,,,,,
headland1-100440,no period,,,,,,,,,,,
headland1-101408,20th Century,,,,,,,,,,,
headland1-101682,POST MEDIEVAL,,,,,,,,,,,
headland1-101886,no period,,,,,,,,,,,
headland1-101976,20th Century,,,,,,,,,,,
headland1-101979,Post Medieval,Roman,,,,,,,,,,
headland1-103470,Period Unknown,Post Medieval,,,,,,,,,,
headland1-103899,Period Unknown,Post Medieval,,,,,,,,,,
headland1-104144,Period Unknown,,,,,,,,,,,
headland1-104153,Post Medieval,,,,,,,,,,,
headland1-104169,Post Medieval,,,,,,,,,,,
headland1-104183,Post Medieval,,,,,,,,,,,
headland1-104206,Post Medieval,,,,,,,,,,,
headland1-104209,no period,,,,,,,,,,,
headland1-104213,Post Medieval,,,,,,,,,,,
headland1-104216,no period,,,,,,,,,,,
headland1-104218,no period,,,,,,,,,,,
headland1-104219,no period,,,,,,,,,,,
headland1-104223,Post Medieval,,,,,,,,,,,
headland1-104224,no period,,,,,,,,,,,
headland1-104225,no period,,,,,,,,,,,
headland1-104226,Post Medieval,,,,,,,,,,,
headland1-104235,20th Century,,,,,,,,,,,
headland1-104300,no period,,,,,,,,,,,
headland1-104304,no period,,,,,,,,,,,
headland1-104307,Post Medieval,,,,,,,,,,,
headland1-104311,no period,,,,,,,,,,,
headland1-104314,no period,,,,,,,,,,,
headland1-104318,no period,,,,,,,,,,,
headland1-104666,Medieval,Post Medieval,,,,,,,,,,
headland1-104672,Post Medieval,,,,,,,,,,,
headland1-104760,Medieval,,,,,,,,,,,
headland1-104915,Medieval,,,,,,,,,,,
headland1-104921,no period,,,,,,,,,,,
headland1-104927,no period,,,,,,,,,,,
headland1-105570,no period,,,,,,,,,,,
headland1-108233,no period,,,,,,,,,,,
headland1-108900,Post Medieval,,,,,,,,,,,
headland1-108926,Medieval,Post Medieval,,,,,,,,,,
headland1-108988,20TH CENTURY,,,,,,,,,,,
headland1-109532,20th Century,,,,,,,,,,,
headland1-109559,no period,,,,,,,,,,,
headland1-109722,no period,,,,,,,,,,,
headland1-110281,Late Prehistoric,Mesolithic,,,,,,,,,,
headland1-110286,Post Medieval,,,,,,,,,,,
headland1-112551,Period Unknown,Post Medieval,,,,,,,,,,
headland1-112553,Post Medieval,,,,,,,,,,,
headland1-113298,Late Prehistoric,,,,,,,,,,,
headland1-113512,Period Unknown,,,,,,,,,,,
headland1-113950,Post Medieval,,,,,,,,,,,
headland1-114679,Post Medieval,,,,,,,,,,,
headland1-114857,Medieval,,,,,,,,,,,
headland1-114933,Post Medieval,,,,,,,,,,,
headland1-114952,Medieval,Post Medieval,,,,,,,,,,
headland1-115228,Late Prehistoric,Post Medieval,,,,,,,,,,
headland1-115965,MEDIEVAL,ROMAN,,,,,,,,,,
headland1-117110,no period,,,,,,,,,,,
headland1-118316,Period Unknown,,,,,,,,,,,
headland1-118530,Bronze Age,Neolithic,,,,,,,,,,
headland1-118833,no period,,,,,,,,,,,
headland1-118953,Bronze Age,Post Medieval,,,,,,,,,,
headland1-119205,20th Century,,,,,,,,,,,
headland1-119453,Post Medieval,,,,,,,,,,,
headland1-119644,Post Medieval,,,,,,,,,,,
headland1-119790,no period,,,,,,,,,,,
headland1-120369,Medieval,,,,,,,,,,,
headland1-121802,20th Century,,,,,,,,,,,
headland1-122566,no period,,,,,,,,,,,
headland1-122773,no period,,,,,,,,,,,
headland1-122776,no period,,,,,,,,,,,
headland1-124840,Medieval,,,,,,,,,,,
headland1-125153,Post Medieval,,,,,,,,,,,
headland1-127717,no period,,,,,,,,,,,
headland1-127934,Post Medieval,,,,,,,,,,,
headland1-128478,20th Century,Post Medieval,,,,,,,,,,
headland1-129263,Post Medieval,,,,,,,,,,,
headland1-130666,Post Medieval,,,,,,,,,,,
headland1-130771,Late Prehistoric,Neolithic,Period Unknown,Post Medieval,,,,,,,,
headland1-131037,Bronze Age,,,,,,,,,,,
headland1-131066,20th Century,,,,,,,,,,,
headland1-131943,no period,,,,,,,,,,,
headland1-132013,Late Prehistoric,Neolithic,Period Unknown,,,,,,,,,
headland1-132524,no period,,,,,,,,,,,
headland1-132741,20th Century,,,,,,,,,,,
headland1-133088,Post Medieval,,,,,,,,,,,
headland1-133420,Post Medieval,,,,,,,,,,,
headland1-133528,20th Century,,,,,,,,,,,
headland1-133937,20th Century,,,,,,,,,,,
headland1-13442,no period,,,,,,,,,,,
headland1-134498,no period,,,,,,,,,,,
headland1-135647,Medieval,,,,,,,,,,,
headland1-136419,Post Medieval,,,,,,,,,,,
headland1-136467,Mesolithic,,,,,,,,,,,
headland1-136740,no period,,,,,,,,,,,
headland1-136817,no period,,,,,,,,,,,
headland1-136819,Post Medieval,,,,,,,,,,,
headland1-137762,no period,,,,,,,,,,,
headland1-139906,no period,,,,,,,,,,,
headland1-141328,20th Century,Medieval,,,,,,,,,,
headland1-142384,Late Prehistoric,,,,,,,,,,,
headland1-142396,Late Prehistoric,Period Unknown,,,,,,,,,,
headland1-143576,20th Century,,,,,,,,,,,
headland1-143582,20th Century,,,,,,,,,,,
headland1-143585,20th Century,,,,,,,,,,,
headland1-143604,no period,,,,,,,,,,,
headland1-144146,20th Century,,,,,,,,,,,
headland1-144151,20th Century,Late Prehistoric,,,,,,,,,,
headland1-144171,no period,,,,,,,,,,,
headland1-144180,no period,,,,,,,,,,,
headland1-144190,20th Century,,,,,,,,,,,
headland1-144197,20th Century,,,,,,,,,,,
headland1-144212,20th Century,,,,,,,,,,,
headland1-144314,Medieval,,,,,,,,,,,
headland1-144417,no period,,,,,,,,,,,
headland1-144811,20th Century,Medieval,Post Medieval,,,,,,,,,
headland1-144930,no period,,,,,,,,,,,
headland1-144955,no period,,,,,,,,,,,
headland1-145775,UNCERTAIN,,,,,,,,,,,
headland1-145947,UNCERTAIN,,,,,,,,,,,
headland1-146423,Late Prehistoric,,,,,,,,,,,
headland1-147094,no period,,,,,,,,,,,
headland1-147096,no period,,,,,,,,,,,
headland1-149695,no period,,,,,,,,,,,
headland1-150108,Post Medieval,,,,,,,,,,,
headland1-151646,no period,,,,,,,,,,,
headland1-151674,no period,,,,,,,,,,,
headland1-152741,20th Century,Post Medieval,,,,,,,,,,
headland1-153154,Post Medieval,,,,,,,,,,,
headland1-153173,POST MEDIEVAL,,,,,,,,,,,
headland1-154103,20th Century,,,,,,,,,,,
headland1-155346,no period,,,,,,,,,,,
headland1-15707,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
headland1-159428,no period,,,,,,,,,,,
headland1-16027,no period,,,,,,,,,,,
headland1-161196,Late Prehistoric,Post Medieval,,,,,,,,,,
headland1-161199,no period,,,,,,,,,,,
headland1-161822,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
headland1-161861,no period,,,,,,,,,,,
headland1-164169,20th Century,,,,,,,,,,,
headland1-164325,Medieval,,,,,,,,,,,
headland1-164496,LATE IRON AGE,,,,,,,,,,,
headland1-164803,Post Medieval,,,,,,,,,,,
headland1-164977,no period,,,,,,,,,,,
headland1-164979,Late Prehistoric,Period Unknown,,,,,,,,,,
headland1-165071,no period,,,,,,,,,,,
headland1-165618,20th Century,,,,,,,,,,,
headland1-166142,20th Century,Post Medieval,,,,,,,,,,
headland1-167038,Post Medieval,,,,,,,,,,,
headland1-170156,Medieval,Post Medieval,,,,,,,,,,
headland1-175687,Post Medieval,,,,,,,,,,,
headland1-175801,20th Century,,,,,,,,,,,
headland1-177223,no period,,,,,,,,,,,
headland1-177366,no period,,,,,,,,,,,
headland1-178592,20th Century,,,,,,,,,,,
headland1-179046,Post Medieval,,,,,,,,,,,
headland1-185936,20th Century,,,,,,,,,,,
headland1-186317,no period,,,,,,,,,,,
headland1-186362,Period Unknown,Post Medieval,,,,,,,,,,
headland1-1866,UNCERTAIN,,,,,,,,,,,
headland1-187388,no period,,,,,,,,,,,
headland1-18814,POST MEDIEVAL,,,,,,,,,,,
headland1-188823,no period,,,,,,,,,,,
headland1-192766,no period,,,,,,,,,,,
headland1-193632,20th Century,,,,,,,,,,,
headland1-195327,Medieval,,,,,,,,,,,
headland1-195531,Post Medieval,,,,,,,,,,,
headland1-195635,Post Medieval,,,,,,,,,,,
headland1-196338,20th Century,,,,,,,,,,,
headland1-199469,20th Century,Period Unknown,,,,,,,,,,
headland1-201472,Late Prehistoric,,,,,,,,,,,
headland1-204452,no period,,,,,,,,,,,
headland1-20541,BRONZE AGE,,,,,,,,,,,
headland1-21001,no period,,,,,,,,,,,
headland1-210824,no period,,,,,,,,,,,
headland1-211200,Late Prehistoric,,,,,,,,,,,
headland1-217203,Neolithic,,,,,,,,,,,
headland1-218718,no period,,,,,,,,,,,
headland1-218875,no period,,,,,,,,,,,
headland1-220039,Medieval,,,,,,,,,,,
headland1-220402,20th Century,,,,,,,,,,,
headland1-221008,Medieval,,,,,,,,,,,
headland1-222616,no period,,,,,,,,,,,
headland1-229238,Medieval,,,,,,,,,,,
headland1-229582,no period,,,,,,,,,,,
headland1-232821,20th Century,,,,,,,,,,,
headland1-23696,MEDIEVAL,,,,,,,,,,,
headland1-242612,no period,,,,,,,,,,,
headland1-244312,no period,,,,,,,,,,,
headland1-247064,Medieval,,,,,,,,,,,
headland1-248741,no period,,,,,,,,,,,
headland1-255743,no period,,,,,,,,,,,
headland1-256187,20th Century,,,,,,,,,,,
headland1-257361,no period,,,,,,,,,,,
headland1-259006,no period,,,,,,,,,,,
headland1-259101,20TH CENTURY,,,,,,,,,,,
headland1-259273,no period,,,,,,,,,,,
headland1-259310,no period,,,,,,,,,,,
headland1-260353,no period,,,,,,,,,,,
headland1-261315,20th Century,,,,,,,,,,,
headland1-261537,no period,,,,,,,,,,,
headland1-261627,no period,,,,,,,,,,,
headland1-262833,no period,,,,,,,,,,,
headland1-26658,no period,,,,,,,,,,,
headland1-267661,Post Medieval,,,,,,,,,,,
headland1-269426,no period,,,,,,,,,,,
headland1-274947,Medieval,,,,,,,,,,,
headland1-276540,Post Medieval,,,,,,,,,,,
headland1-276548,Post Medieval,,,,,,,,,,,
headland1-278495,no period,,,,,,,,,,,
headland1-278499,20th Century,,,,,,,,,,,
headland1-280106,Medieval,,,,,,,,,,,
headland1-280937,20th Century,,,,,,,,,,,
headland1-285403,no period,,,,,,,,,,,
headland1-287104,no period,,,,,,,,,,,
headland1-287991,Post Medieval,,,,,,,,,,,
headland1-289058,no period,,,,,,,,,,,
headland1-289427,20th Century,Medieval,Post Medieval,,,,,,,,,
headland1-291789,Post Medieval,,,,,,,,,,,
headland1-291850,no period,,,,,,,,,,,
headland1-300188,no period,,,,,,,,,,,
headland1-302007,20th Century,,,,,,,,,,,
headland1-302913,no period,,,,,,,,,,,
headland1-30935,no period,,,,,,,,,,,
headland1-315734,no period,,,,,,,,,,,
headland1-318985,Post Medieval,,,,,,,,,,,
headland1-32354,Post Medieval,,,,,,,,,,,
headland1-32688,Post Medieval,,,,,,,,,,,
headland1-32874,no period,,,,,,,,,,,
headland1-32884,Medieval,,,,,,,,,,,
headland1-32886,Medieval,,,,,,,,,,,
headland1-32891,no period,,,,,,,,,,,
headland1-32933,no period,,,,,,,,,,,
headland1-32954,no period,,,,,,,,,,,
headland1-32976,Post Medieval,,,,,,,,,,,
headland1-33045,Late Prehistoric,,,,,,,,,,,
headland1-33048,Late Prehistoric,Roman,,,,,,,,,,
headland1-33057,Post Medieval,,,,,,,,,,,
headland1-33082,Medieval,Post Medieval,,,,,,,,,,
headland1-33097,no period,,,,,,,,,,,
headland1-33143,Post Medieval,,,,,,,,,,,
headland1-33150,Late Prehistoric,,,,,,,,,,,
headland1-33243,20th Century,,,,,,,,,,,
headland1-33266,UNCERTAIN,,,,,,,,,,,
headland1-33267,Post Medieval,,,,,,,,,,,
headland1-33298,20th Century,,,,,,,,,,,
headland1-33332,Late Prehistoric,,,,,,,,,,,
headland1-33478,Late Prehistoric,,,,,,,,,,,
headland1-33484,no period,,,,,,,,,,,
headland1-33592,Late Prehistoric,Post Medieval,,,,,,,,,,
headland1-35075,Period Unknown,,,,,,,,,,,
headland1-35134,BRONZE AGE,,,,,,,,,,,
headland1-36309,no period,,,,,,,,,,,
headland1-36376,20th Century,,,,,,,,,,,
headland1-36510,Post Medieval,,,,,,,,,,,
headland1-36516,Post Medieval,,,,,,,,,,,
headland1-3746,no period,,,,,,,,,,,
headland1-37784,20th Century,,,,,,,,,,,
headland1-38629,Post Medieval,,,,,,,,,,,
headland1-38670,Bronze Age,Late Prehistoric,Post Medieval,,,,,,,,,
headland1-39637,LATER PREHISTORIC,UNCERTAIN,,,,,,,,,,
headland1-40625,Post Medieval,,,,,,,,,,,
headland1-42386,MEDIEVAL,,,,,,,,,,,
headland1-42879,20th Century,Post Medieval,,,,,,,,,,
headland1-43663,Late Prehistoric,,,,,,,,,,,
headland1-43917,ROMAN,,,,,,,,,,,
headland1-44670,20th Century,,,,,,,,,,,
headland1-44828,20th Century,,,,,,,,,,,
headland1-45057,Post Medieval,,,,,,,,,,,
headland1-45112,no period,,,,,,,,,,,
headland1-45133,Medieval,,,,,,,,,,,
headland1-45272,20th Century,,,,,,,,,,,
headland1-46198,Late Prehistoric,,,,,,,,,,,
headland1-46209,POST MEDIEVAL,,,,,,,,,,,
headland1-46446,Late Prehistoric,,,,,,,,,,,
headland1-46922,Post Medieval,,,,,,,,,,,
headland1-47175,20th Century,,,,,,,,,,,
headland1-47595,no period,,,,,,,,,,,
headland1-48122,no period,,,,,,,,,,,
headland1-48748,MEDIEVAL,,,,,,,,,,,
headland1-49055,Post Medieval,,,,,,,,,,,
headland1-49310,Post Medieval,,,,,,,,,,,
headland1-49423,Medieval,Post Medieval,,,,,,,,,,
headland1-49526,Late Prehistoric,Medieval,,,,,,,,,,
headland1-49535,Post Medieval,,,,,,,,,,,
headland1-49541,no period,,,,,,,,,,,
headland1-49633,Post Medieval,,,,,,,,,,,
headland1-49737,Medieval,Period Unknown,,,,,,,,,,
headland1-49758,20th Century,,,,,,,,,,,
headland1-49996,Roman,,,,,,,,,,,
headland1-50038,Period Unknown,,,,,,,,,,,
headland1-50318,Post Medieval,,,,,,,,,,,
headland1-50446,20th Century,Bronze Age,Early Medieval,Medieval,Post Medieval,,,,,,,
headland1-50506,20th Century,,,,,,,,,,,
headland1-50776,Post Medieval,,,,,,,,,,,
headland1-50790,Bronze Age,Late Prehistoric,Period Unknown,,,,,,,,,
headland1-50794,Post Medieval,,,,,,,,,,,
headland1-50865,no period,,,,,,,,,,,
headland1-51061,20th Century,,,,,,,,,,,
headland1-51073,Post Medieval,,,,,,,,,,,
headland1-51445,Post Medieval,,,,,,,,,,,
headland1-51463,Late Prehistoric,,,,,,,,,,,
headland1-51498,no period,,,,,,,,,,,
headland1-51672,no period,,,,,,,,,,,
headland1-51708,Late Prehistoric,,,,,,,,,,,
headland1-5200,MEDIEVAL,,,,,,,,,,,
headland1-52400,Post Medieval,,,,,,,,,,,
headland1-54442,no period,,,,,,,,,,,
headland1-54711,no period,,,,,,,,,,,
headland1-55958,Iron Age,Late Prehistoric,Neolithic,,,,,,,,,
headland1-56275,no period,,,,,,,,,,,
headland1-5669,no period,,,,,,,,,,,
headland1-5671,no period,,,,,,,,,,,
headland1-58235,LATE BRONZE AGE,NEOLITHIC,UNCERTAIN,,,,,,,,,
headland1-58764,Late Prehistoric,Post Medieval,,,,,,,,,,
headland1-60061,Roman,,,,,,,,,,,
headland1-60128,BRONZE AGE,IRON AGE,MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,
headland1-60959,POST MEDIEVAL,,,,,,,,,,,
headland1-61316,Bronze Age,Post Medieval,,,,,,,,,,
headland1-63045,Neolithic,,,,,,,,,,,
headland1-63358,no period,,,,,,,,,,,
headland1-64464,no period,,,,,,,,,,,
headland1-64807,Medieval,,,,,,,,,,,
headland1-65333,20th Century,,,,,,,,,,,
headland1-65881,Period Unknown,,,,,,,,,,,
headland1-66839,EARLY BRONZE AGE,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
headland1-66841,Late Prehistoric,Post Medieval,,,,,,,,,,
headland1-66947,Post Medieval,,,,,,,,,,,
headland1-67052,Post Medieval,,,,,,,,,,,
headland1-67396,no period,,,,,,,,,,,
headland1-67845,no period,,,,,,,,,,,
headland1-67945,no period,,,,,,,,,,,
headland1-69331,Medieval,Post Medieval,,,,,,,,,,
headland1-70140,no period,,,,,,,,,,,
headland1-70694,Period Unknown,,,,,,,,,,,
headland1-70752,Roman,,,,,,,,,,,
headland1-70784,IRON AGE,LATE BRONZE AGE,MIDDLE IRON AGE,ROMAN,,,,,,,,
headland1-71398,Roman,,,,,,,,,,,
headland1-71975,no period,,,,,,,,,,,
headland1-73305,Post Medieval,,,,,,,,,,,
headland1-73387,Post Medieval,,,,,,,,,,,
headland1-73453,Period Unknown,,,,,,,,,,,
headland1-74680,20th Century,,,,,,,,,,,
headland1-75440,Medieval,,,,,,,,,,,
headland1-76200,no period,,,,,,,,,,,
headland1-76271,no period,,,,,,,,,,,
headland1-76738,Post Medieval,,,,,,,,,,,
headland1-77366,Bronze Age,Late Prehistoric,Period Unknown,,,,,,,,,
headland1-77773,ROMAN,,,,,,,,,,,
headland1-77777,Medieval,Post Medieval,,,,,,,,,,
headland1-78659,Medieval,,,,,,,,,,,
headland1-78741,20th Century,Medieval,,,,,,,,,,
headland1-78758,Medieval,,,,,,,,,,,
headland1-79187,no period,,,,,,,,,,,
headland1-79215,Late Prehistoric,,,,,,,,,,,
headland1-80104,Roman,,,,,,,,,,,
headland1-80404,POST MEDIEVAL,,,,,,,,,,,
headland1-80464,no period,,,,,,,,,,,
headland1-80466,no period,,,,,,,,,,,
headland1-80701,Medieval,,,,,,,,,,,
headland1-80714,20th Century,,,,,,,,,,,
headland1-81674,POST MEDIEVAL,,,,,,,,,,,
headland1-82111,Late Prehistoric,,,,,,,,,,,
headland1-84282,no period,,,,,,,,,,,
headland1-84333,Post Medieval,,,,,,,,,,,
headland1-84346,Post Medieval,,,,,,,,,,,
headland1-84347,Post Medieval,,,,,,,,,,,
headland1-84578,Late Prehistoric,Roman,,,,,,,,,,
headland1-85018,Medieval,,,,,,,,,,,
